3r  HeI6678     6678.152    6   1805 1815 1973 1983      s
3r  SII6716     6716.42     5   1160 1170 1320 1330	     p
3r  SII6730     6730.78     5   1412 1422 1579 1589	     p
3r  SII6730     6730.78     4    115  125  217  227      s
3r  KIV6795	    6795.8	    4   1245 1255 1398 1408      p
3r  ArV7006     7005.67     1	 815  825  945  955      p
3rs Halpha	    6562.791    7    975  985 1150 1160      ns
3rs NII6583     6583.39     7   1405 1415 1530 1540      ns
4b  HeI7065     7065.710   18    415  425  550  560      p 
4b  ArIII7135   7135.80    17    190  200  350  360      p    
4b  ArIII7135   7135.80    18   1640 1650 1800 1810      s    
4b  CII7231	    7231.32	   16    375  385  527  537      p
4b  ArIV7237    7237.4	   16    511  521  645  655      p
4b  ArIV7262    7262.76	   16    900  910 1035 1045      p
4b  HeI7281     7281.351   16   1245 1255 1407 1416      p
4b  OII7319	    7319.92	   15    395  405  550  560      p
4b  OII7319	    7319.92	   16   1896 1906 2030 2040      s
4b  OII7330	    7330.19	   15    557  567  745  755      p
4b  ArIV7331    7331.4	   15    610  620  745  755      p
4b  SiI7455	    7455.36	   14   1176 1186 1325 1335      p
4b  SiI7455b    7455.56    14   1176 1184 1330 1340      p
4b  NI7468      7468.46    14   1425 1435 1547 1557      p
4b  OII7486	    7486.21	   14   1700 1710 1850 1860      p
4b  OII7486	    7486.21	   13    155  165  315  325      s
4b  ClIV7530    7530.56	   13    900  910 1050 1060      p
4b  HeII7592    7592.75	   12    375  385  430  440      p
4b  HeII7592    7592.75	   13   1920 1930 1985 1995      s
4b  ArIII7751   7751.06    11   1390 1400 1525 1535      p
4b  OI7771      7771.944   11   1725 1735 1888 1898      p
4b  OI7774      7774.166   11   1765 1775 1895 1905      p
4b  OI7775      7775.388   11   1767 1777 1880 1900      p
4b  ClIV8045    8045.63	    8   1216 1226 1330 1340      p
4b  NI8216      8216.30     6    512  522  628  638      p
4b  NI8223      8223.22     6    609  619  745  755      p
4b  HeII8236    8236.77	    6    790  800  940  950      p
4b  NI8242      8242.51     6    880  890 1020 1030      p
4b  OI8446a     8446.25     4    530  540  650  660      p
4b  OI8446b     8446.36     4    530  540  655  665      p
4b  OI8446c     8446.76     4    530  540  660  670      p
4b  CI8578      8578.79     3    735  745  846  856      p
4b  NI8680      8680.37     2    422  432  550  560      p
4b  NI8683      8683.53     2    460  470  605  615      p
4b  CI8873      8873.36     1   1380 1390 1505 1515      p
4r  SIII9069	9069.0     10    400  410  555  565      p
4r  CI9095	    9095.46    10    765  775  930  940      p
4r  CII9123     9123.74     10  1159 1169 1315 1325      p
4r  HI9229      9229.01     9    710  720  878  888      p 
4r  OI9260      9260.85     9   1155 1165 1300 1310      p
4r  OI9262      9262.67     9   1190 1200 1345 1355      p
4r  OI9265      9265.93     9   1208 1218 1365 1375      p
4r  HI9545      9546.2      7   1102 1112 1255 1265      p
4r  SIII9531	9531.8      7    962  969 1055 1065      p 
4r  CI9824      9824.13     5    750  760  876  886      p
4r  CI9850      9850.26     5   1060 1070 1200 1210      p
4r  CII9903	    9903.46     5   1742 1752 1910 1920      p  
4r  OII9937     9937.94     4    120  130  268  278      p
4r  OII9990     9990.27     4    803  813  919  927      p
4r  OII9982     9982.42     4    686  691  815  825      p  
4r  NeII10030  10030.20     4   1320 1325 1437 1442      p
4r  HI10049    10049.37     4   1540 1550 1670 1680      p  
4r  NeII10110  10110.70     3    230  240  340  350      p
4r  HeII10123  10123.61     3    350  360  482  492      p
4rs SIII9531	9531.8      7    924  931 1080 1087      ns 
